field,replicate,architecture,target_su4_shot_gate_exposure,achieved_su4_shot_gate_exposure,achieved_modeled_entangling_exposure,achieved_training_shots,objective_queries,fidelity,zz_long_range_mae,energy_density_error,half_chain_entropy_error,joint_failure,physical_su4_blocks,independent_coordinates
1.1,83,MERA_PM225,2600000000,2604160000,7812480000,100160000,17008,0.9476800658724149,0.0527881823244681,0.011259309415426522,0.020131497411661037,0.05231993412758462,26,225
1.1,83,MPS,2600000000,2601600000,7804800000,173440000,20672,0.9235636605433674,0.05308890658546413,0.01577933669332765,0.07343020357996521,0.07643633945663286,15,225
1.1,84,MERA_PM225,2600000000,2604160000,7812480000,100160000,17008,0.9250074651507963,0.05361377379808392,0.01817952379973442,0.03661574038182208,0.07499253484920276,26,225
1.1,84,MPS,2600000000,2601600000,7804800000,173440000,20672,0.9101610013449665,0.05331974550913696,0.020040288289311148,0.0923455467148645,0.08983899865503331,15,225
1.1,85,MERA_PM225,2600000000,2604160000,7812480000,100160000,17008,0.953011424621137,0.04200085111030954,0.010931096307941424,0.011211253656185916,0.04698857537886314,26,225
1.1,85,MPS,2600000000,2601600000,7804800000,173440000,20672,0.8775648930715592,0.05505828806640912,0.024791637910672515,0.13023859344861854,0.12243510692844084,15,225
1.1,86,MERA_PM225,2600000000,2604160000,7812480000,100160000,17008,0.9677004062363871,0.04558856146235824,0.007904598306669008,0.0009471775510500602,0.03229959376361191,26,225
1.1,86,MPS,2600000000,2601600000,7804800000,173440000,20672,0.8729623633275805,0.05493918029805661,0.023878499329039293,0.13204682945431723,0.12703763667241985,15,225
1.1,87,MERA_PM225,2600000000,2604160000,7812480000,100160000,17008,0.9803429030716261,0.04041620785544591,0.0040172018082511585,0.013803201322497738,0.019657096928372586,26,225
1.1,87,MPS,2600000000,2601600000,7804800000,173440000,20672,0.9182211280637094,0.05352814495672679,0.01821234155654805,0.06962891218744938,0.08177887193629041,15,225
1.1,88,MERA_PM225,2600000000,2604160000,7812480000,100160000,17008,0.9721831216502381,0.046680757575718504,0.0065156509477548585,0.0009221956131952869,0.027816878349761986,26,225
1.1,88,MPS,2600000000,2601600000,7804800000,173440000,20672,0.8850824688562596,0.05471882013681083,0.02233733867623844,0.14218087479552055,0.11491753114374081,15,225
1.1,89,MERA_PM225,2600000000,2604160000,7812480000,100160000,17008,0.9389015049484191,0.042509740212832076,0.015494955219992779,0.024236952653281907,0.061098495051581825,26,225
1.1,89,MPS,2600000000,2601600000,7804800000,173440000,20672,0.8597590204709525,0.055173010797691255,0.027638494508968936,0.197038843079003,0.14024097952904802,15,225
0.9,80,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9533557419170785,0.10121960229500258,0.008820112833159532,0.017334074220918816,0.04664425808292094,26,225
0.9,80,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9642690873393911,0.11456881826409163,0.006227990566511243,0.06482337966120788,0.03573091266060746,15,225
0.9,81,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9652874293758887,0.026435607503588303,0.006336567345868183,0.030591295614853076,0.03471257062411004,26,225
0.9,81,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9760823629857925,0.08904130970101515,0.004486676875171458,0.05295574602500552,0.023917637014207127,15,225
0.9,82,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9779464634345253,0.015770608390814882,0.004476073802232916,0.03980960480890472,0.022053536565476484,26,225
0.9,82,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9659560825821234,0.10949215752535993,0.005623849504676537,0.08289252229320698,0.03404391741787616,15,225
0.9,83,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9420441471184338,0.12921955310522315,0.012632961121715303,0.010114909915484582,0.05795585288156502,26,225
0.9,83,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9681309853794983,0.09352530159482506,0.006660639326123041,0.03990575965100074,0.031869014620500846,15,225
0.9,84,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9421581793098783,0.14534764012712037,0.011245031202468558,0.031977433749907136,0.05784182069012134,26,225
0.9,84,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9615342661133567,0.11229573977664559,0.0075368495375418565,0.0602046416578077,0.03846573388664354,15,225
0.9,85,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9378578119193176,0.026987077333189127,0.01174882529870036,0.1094469728136388,0.06214218808068217,26,225
0.9,85,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9724333997609559,0.09028807028639563,0.005455188248301601,0.047318303665696004,0.027566600239045558,15,225
0.9,86,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9510930561901871,0.11063989257162041,0.008758634794623799,0.017767844162876356,0.048906943809811754,26,225
0.9,86,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9439176533116256,0.12048651059173013,0.011088914228966074,0.04723197381025335,0.05608234668837642,15,225
0.9,87,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9509074221216098,0.09046594275209444,0.01189607696498518,0.03955243258210417,0.049092577878390165,26,225
0.9,87,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9573025502840077,0.1279940490037092,0.007613751242707023,0.06193484545585137,0.04269744971599143,15,225
0.9,88,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9518482211217217,0.12163364286445719,0.009625809404533614,0.029585129087851936,0.048151778878278595,26,225
0.9,88,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9768974298564104,0.08127704761242013,0.0047713441401104895,0.048593883059145804,0.023102570143589518,15,225
0.9,89,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9356512894941562,0.07012324097132569,0.011956689230841144,0.07492772817495608,0.06434871050584468,26,225
0.9,89,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9700403959299579,0.09950545150996822,0.005777931215435128,0.05352237981323105,0.029959604070041057,15,225
1.0,80,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9747893148776728,0.0643449647694943,0.00503605163270926,9.739896158078576e-05,0.02521068512232838,26,225
1.0,80,MPS,8400000000,8400000000,25200000000,560000000,40000,0.8800134483372091,0.12199777544774154,0.018678625026753437,0.147656123492659,0.11998655166279026,15,225
1.0,81,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9681741338534021,0.06924708632575462,0.006516023902715329,0.0336443886290948,0.03182586614659766,26,225
1.0,81,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9655808864451376,0.09021378435940225,0.00626726827805113,0.057434455352122216,0.03441911355486249,15,225
1.0,82,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9638506799242845,0.08252769183249128,0.007370467448281737,0.011336487910381998,0.03614932007571492,26,225
1.0,82,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9316092292137879,0.10891196798936113,0.01048436441154621,0.060979363879715365,0.0683907707862117,15,225
1.0,83,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9580156996252972,0.06425659264388602,0.009289488692843406,0.01223651676530546,0.04198430037470202,26,225
1.0,83,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9430548302410083,0.10497847560925876,0.010728313988893179,0.08631275443347697,0.05694516975899144,15,225
1.0,84,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9666546160956874,0.0504189368608838,0.008275509971456874,0.0205110657605021,0.033345383904311965,26,225
1.0,84,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9433077135884568,0.09788308209161362,0.009948107240605797,0.04354330922225991,0.056692286411543225,15,225
1.0,85,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9731570900872057,0.06180982642680917,0.0053093145349292215,0.024642134463343623,0.026842909912793034,26,225
1.0,85,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9449189607734543,0.09710855875029627,0.011148977932016635,0.05464536749001969,0.055081039226545614,15,225
1.0,86,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9720092660853102,0.056334789841986074,0.007164860150352004,0.021367860969661034,0.02799073391468887,26,225
1.0,86,MPS,8400000000,8400000000,25200000000,560000000,40000,0.8985430943213292,0.12217661950819714,0.015968784006130665,0.08119299953038783,0.1014569056786716,15,225
1.0,87,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.8584655805823606,0.12351500269663047,0.023509439981348246,0.09407677011278903,0.1415344194176391,26,225
1.0,87,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9311076458707622,0.10228274644597936,0.012547540455162043,0.052842862733025964,0.06889235412923744,15,225
1.0,88,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9365904395953945,0.09820562753481032,0.013084253138706092,0.008616181598952055,0.06340956040460699,26,225
1.0,88,MPS,8400000000,8400000000,25200000000,560000000,40000,0.8647137340084823,0.12259828780590737,0.02309413789786907,0.15274730029170136,0.13528626599151783,15,225
1.0,89,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.8752781885211997,0.1323281093848974,0.01647211777817259,0.12865678516270235,0.12472181147880079,26,225
1.0,89,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9826938623546098,0.06418846775125814,0.003785486248662373,0.021214187831666398,0.01730613764539024,15,225
1.1,80,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9640021457205478,0.04810840652059302,0.008457990417453098,0.0049776092159867225,0.03599785427945312,26,225
1.1,80,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9768742181468834,0.041377662838536985,0.005095735339459173,0.031330676324367146,0.02312578185311709,15,225
1.1,81,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9694107303060316,0.0471371082000284,0.007430947760711071,0.008052106154188776,0.03058926969396858,26,225
1.1,81,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9734555818167955,0.04318696065511599,0.0056592833884807625,0.043849286499554774,0.02654441818320452,15,225
1.1,82,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9506838171434006,0.05277054079842162,0.00963250827090989,0.02313089687094766,0.049316182856599,26,225
1.1,82,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9619740253770573,0.04775095830447205,0.008051320428800857,0.036224246270308236,0.03802597462294388,15,225
1.1,83,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9629451135725581,0.0485956879581326,0.008791080186947076,0.0037877767236775273,0.03705488642744226,26,225
1.1,83,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9843870280315269,0.03792816947050415,0.0037268876060876366,0.03700173033753623,0.015612971968473333,15,225
1.1,84,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9365528464848533,0.052714945164350095,0.014925437154397647,0.01935395220485464,0.06344715351514696,26,225
1.1,84,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9854406284405872,0.03723683188662743,0.0034731966216487997,0.03212336551564532,0.014559371559411671,15,225
1.1,85,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9670332165695766,0.03559441211637934,0.008384289950251977,0.006217208474712577,0.032966783430422475,26,225
1.1,85,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9599600718372383,0.04875367205332387,0.00834904655211055,0.07349921377626634,0.040039928162762584,15,225
1.1,86,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9786301860473927,0.0423226182332156,0.004987955466617233,0.002213590191899595,0.02136981395260773,26,225
1.1,86,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9340148668211357,0.04960476244448421,0.012173395880355153,0.055509997389500576,0.06598513317886423,15,225
1.1,87,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9870204905137333,0.03276755945186538,0.002741549319865033,0.011930591546851443,0.012979509486265361,26,225
1.1,87,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9645697837682006,0.04458520901516799,0.0084672681348259,0.030814823462863572,0.03543021623179943,15,225
1.1,88,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9807749773056594,0.0400268657709474,0.004988522343438273,0.0043897073833409905,0.019225022694341343,26,225
1.1,88,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9714736909372708,0.04444496538682796,0.006261886960776675,0.050642563648859884,0.02852630906272935,15,225
1.1,89,MERA_PM225,8400000000,8403200000,25209600000,323200000,28160,0.9536860153433988,0.03855996231294585,0.012406901702975981,0.014518258636807502,0.04631398465660119,26,225
1.1,89,MPS,8400000000,8400000000,25200000000,560000000,40000,0.9334843662765197,0.05121029360816694,0.014490327839765893,0.059250450611243344,0.06651563372348035,15,225
