field,replicate,architecture,target_su4_shot_gate_exposure,achieved_su4_shot_gate_exposure,achieved_modeled_entangling_exposure,achieved_training_shots,objective_queries,fidelity,zz_long_range_mae,energy_density_error,half_chain_entropy_error,joint_failure,physical_su4_blocks,independent_coordinates
0.9,86,MERA_PM225,26000000,26000000,78000000,1000000,200,0.035997604511244785,0.29984173323389185,0.5218058413452534,0.5088158407601824,0.9640023954887551,26,225
0.9,86,MPS,26000000,26400000,79200000,1760000,352,0.026357305885412647,0.30159099163336206,0.5561083743220532,0.5607727422747908,0.9736426941145873,15,225
0.9,87,MERA_PM225,26000000,26000000,78000000,1000000,200,0.06430202961008218,0.2985812098355792,0.5089154182326017,0.02967113721760839,0.9356979703899179,26,225
0.9,87,MPS,26000000,26400000,79200000,1760000,352,0.11965708156162964,0.30160009651034514,0.28285003090576755,0.3102172418338178,0.8803429184383703,15,225
0.9,88,MERA_PM225,26000000,26000000,78000000,1000000,200,0.007571622133026296,0.30093757424976425,0.6421890750548085,0.03862428461524092,0.9924283778669737,26,225
0.9,88,MPS,26000000,26400000,79200000,1760000,352,0.03064228405139552,0.30160003923362305,0.4378157394821398,0.08488072979864925,0.9693577159486045,15,225
0.9,89,MERA_PM225,26000000,26000000,78000000,1000000,200,0.017245783637225693,0.300789684064827,0.6246751502625392,0.40885474720708165,0.9827542163627743,26,225
0.9,89,MPS,26000000,26400000,79200000,1760000,352,0.05440047036957215,0.3015977590007593,0.46206345227360024,0.05700637595708502,0.9455995296304278,15,225
1.0,80,MERA_PM225,26000000,26000000,78000000,1000000,200,0.09235492930285286,0.13327645999703747,0.4257655272564598,0.1117453066149271,0.9076450706971473,26,225
1.0,80,MPS,26000000,26400000,79200000,1760000,352,0.08984474968754906,0.1349479621483089,0.40991163045541434,0.3769345023939257,0.9101552503124509,15,225
1.0,81,MERA_PM225,26000000,26000000,78000000,1000000,200,0.01477458871152012,0.13991073123017803,0.6935603913186213,0.092001694404521,0.9852254112884798,26,225
1.0,81,MPS,26000000,26400000,79200000,1760000,352,0.012662865923092027,0.13494853065285,0.572649219612001,0.36124454886637675,0.9873371340769079,15,225
1.0,82,MERA_PM225,26000000,26000000,78000000,1000000,200,0.037637408941997234,0.13515646317497523,0.454299388473266,0.29903018420679456,0.9623625910580027,26,225
