field,restart,architecture,converged,completed_steps,final_gradient_norm,elapsed_seconds,fidelity,zz_long_range_mae,energy_density_error,half_chain_entropy_error,joint_failure,eta_sum
1.0,201,MERA_PM225,False,5000,0.00033970322412047485,409.57308949995786,0.9931469901381241,0.0331937231159707,0.0013543872376948762,0.006629500114363918,0.0068530098618762025,0.010295865448933034
1.0,201,MPS,False,5000,0.0006513942141078219,226.988329792046,0.9884700191437422,0.061136027585747016,0.002185412943731979,0.03958818182390722,0.011529980856257671,0.019623433218296724
1.0,202,MERA_PM225,False,5000,8.863470947438502e-05,393.85486833308823,0.9929108182381129,0.030043932750559707,0.0014446334898623459,0.006949264508888442,0.007089181761886443,0.010981378041946464
1.0,202,MPS,False,5000,0.00014588722212758941,219.76950541697443,0.9884732204278595,0.06111559039077126,0.002184187848767838,0.039460844619053304,0.011526779572139434,0.01931428546572583
1.0,203,MERA_PM225,False,5000,0.00015845288025044586,402.47355454193894,0.993797873564746,0.015015183817132394,0.0013584852418018212,0.006566758043626164,0.00620212643525353,0.009240873194982445
1.0,203,MPS,False,5000,0.00028465584501090443,226.950452625053,0.9884709484167028,0.061044536589776405,0.0021885297734207665,0.03932608364310042,0.011529051583296646,0.01937526989173553
1.0,204,MERA_PM225,False,5000,0.00011700732531825996,389.7932064590277,0.9931489582522603,0.031113364894510415,0.0013856040576130102,0.006006495267867229,0.006851041747739428,0.01008229855913301
1.0,204,MPS,False,5000,0.00011877963335232256,225.64759433292784,0.9884446232149899,0.06081314547962426,0.0022048112480437254,0.03852173376471191,0.011555376785010951,0.019703193484292957
1.0,205,MERA_PM225,False,5000,0.0001597820843566993,380.4573134999955,0.9939846228784373,0.01686671367592168,0.0013108726353006084,0.0034619751187487946,0.006015377121561527,0.008891204866224708
1.0,205,MPS,False,5000,0.0003253219866515641,216.18899641698226,0.9884625308720841,0.06105121597119426,0.002185716678655414,0.03952061943200558,0.011537469127916089,0.019576669697989494
1.0,206,MERA_PM225,False,5000,0.0004199373062742949,400.175947583979,0.9938113587976413,0.016439693597617315,0.0013379140139546664,0.0042024593717757686,0.006188641202360179,0.009111890300012804
1.0,206,MPS,False,5000,0.00016933788431318074,225.40154320793226,0.98847317368068,0.061121040279188965,0.0021836948687328217,0.03946506095383129,0.011526826319320227,0.01937887407775279
1.0,207,MERA_PM225,False,5000,9.802174025201304e-05,404.9246799169341,0.9940832717103849,0.013722065462381468,0.0012963793510474275,0.0017961909893674521,0.005916728289615425,0.008925449761957052
1.0,207,MPS,False,5000,0.00012652859854805497,227.30810825002845,0.9884640317193384,0.061100540249606955,0.0021857312723678746,0.039927736137569614,0.01153596828066139,0.019409339888696454
1.0,208,MERA_PM225,False,5000,0.0002830903870083488,383.262581625022,0.9888076042363627,0.009462770042103219,0.003060852924493762,0.007055951857794174,0.011192395763637952,0.021117311129641367
1.0,208,MPS,False,5000,0.0007482170420470568,218.64831291593146,0.9884586173243964,0.061368289608775724,0.00217984229843049,0.038911172817340245,0.011541382675604228,0.020157483078124545
1.0,209,MERA_PM225,False,5000,0.00034987744686745576,381.30024399992544,0.9939523932780127,0.017880449123558205,0.0012935271133220905,0.00360566378028504,0.00604760672198712,0.009130935645052138
1.0,209,MPS,False,5000,0.00010814606940238167,215.6716885410715,0.9884696378855947,0.06109046130533999,0.0021857211317455327,0.0395577230398243,0.011530362114403614,0.01934218615619868
1.0,210,MERA_PM225,False,5000,0.0002334958611028963,371.9732081249822,0.992856653974573,0.0321738172289846,0.0014173776099513091,0.008614536816383467,0.007143346025426545,0.010386461487386586
1.0,210,MPS,False,5000,0.0001861553667919517,207.0914633750217,0.988448792440207,0.06092779257490856,0.0021899192964160985,0.03978700088819043,0.011551207559793775,0.019720292785847946
1.0,211,MERA_PM225,False,5000,8.818219953584092e-05,389.47715679195244,0.9938226355520141,0.013018232562842512,0.0013312080264542558,0.007646155614134731,0.006177364447985778,0.009487205694214745
1.0,211,MPS,False,5000,0.0005338285487258762,219.3553142499877,0.9884698929022147,0.06092199822839628,0.002197574601923158,0.04007470187941231,0.011530107097785125,0.019836481140970686
1.0,212,MERA_PM225,False,5000,0.00011681697125208421,400.68685462500434,0.9929357919619612,0.030710045703830926,0.0014339968239602818,0.0076736537976097585,0.007064208038038755,0.011013237156009936
1.0,212,MPS,False,5000,0.00020992656981076835,226.05161566694733,0.9884736996368954,0.061087582535620515,0.002185190501490464,0.0395065621746411,0.01152630036310387,0.019319521563931286
1.0,213,MERA_PM225,False,5000,0.00017028915999458904,403.66177162504755,0.9940778065702883,0.013267133433142812,0.001306242551339487,0.002215217913861478,0.005922193429712008,0.008974098767580136
1.0,213,MPS,False,5000,0.00041417140412048617,225.37155445897952,0.9884448026840418,0.061115251994300526,0.002184678507513249,0.04150906870693982,0.011555197315958887,0.01992614529624272
1.0,214,MERA_PM225,False,5000,0.00011105443463839565,399.56117212504614,0.993185033744142,0.0299189359406872,0.0014022595037550545,0.003149252424975435,0.006814966255857757,0.010922346714173971
1.0,214,MPS,False,5000,0.00017427750709355933,226.77797587495297,0.9884665211829877,0.061141310910199864,0.002181224634512091,0.03960418460602644,0.011533478817011944,0.019420855498479758
1.0,215,MERA_PM225,False,5000,0.0005275183456583333,404.36088399996515,0.9929905024381723,0.031884082142168174,0.0013857399843772988,0.006385457449517351,0.007009497561826228,0.01072926643802088
